prompt,dream,symbols,input,len,input_tokens_len,hash,interpretation
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ","(03/07/01)[""Stan the friendly man.""] I am chatting with Stan (Anastasia's friend). He is being friendly and helpful. I am in a bed and he lies down on the covers, while I am under the covers. It is just nice and comfortable. Someone else is also sitting on the bed on my left, chatting."," - Acquaintance:  To see an acquaintance in your dream represents aspects of yourself that you are still trying to get to know.
 - Nap:  To dream that you are taking a nap suggests that you need to take a little time off to relax and take it easy. Give yourself a break.
 - Talk Show:  To watch a talk show or dream that you are on a talk show indicates that there is a topic or issue that you want to discuss, but do not know how to bring it up.
 - Talking:  To dream that you are talking does not have any significance unless it is unusual or bizarre. What are you saying specifically. Consider also if what you say evoke strong feelings or behavioral reactions. The dream may simply be highlighting your need improve your communication skills or learn to express yourself more clearly. If you dream that you cannot talk or have difficulties speaking, then it means that you are not expressing yourself effectively. Perhaps you feel that your opinion or words mean nothing to others.
 - Valet:  To dream that you are a valet indicates that you are lacking your own direction in life. You are always helping others with their goals. To dream that a valet parks your car suggests that you are letting other people dictate your direction in life. Or you are putting the goals of others ahead of your own.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
(03/07/01)[""Stan the friendly man.""] I am chatting with Stan (Anastasia's friend). He is being friendly and helpful. I am in a bed and he lies down on the covers, while I am under the covers. It is just nice and comfortable. Someone else is also sitting on the bed on my left, chatting.

### Symbols:
- Acquaintance:  To see an acquaintance in your dream represents aspects of yourself that you are still trying to get to know.
 - Nap:  To dream that you are taking a nap suggests that you need to take a little time off to relax and take it easy. Give yourself a break.
 - Talk Show:  To watch a talk show or dream that you are on a talk show indicates that there is a topic or issue that you want to discuss, but do not know how to bring it up.
 - Talking:  To dream that you are talking does not have any significance unless it is unusual or bizarre. What are you saying specifically. Consider also if what you say evoke strong feelings or behavioral reactions. The dream may simply be highlighting your need improve your communication skills or learn to express yourself more clearly. If you dream that you cannot talk or have difficulties speaking, then it means that you are not expressing yourself effectively. Perhaps you feel that your opinion or words mean nothing to others.
 - Valet:  To dream that you are a valet indicates that you are lacking your own direction in life. You are always helping others with their goals. To dream that a valet parks your car suggests that you are letting other people dictate your direction in life. Or you are putting the goals of others ahead of your own.

### Interpretation:",1861,432,06f4ac483532961755540f963efdc48b,Friend
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ",I was in a strange building. A girl about 8 was there and I greeted her. A few moments later she smiled and hugged me from behind around the waist. We were by a wall. I suggested that we go where there weren't so many people around. We went to a secluded part of the building.," - Abduction:  To dream of being abducted indicates that you are being manipulated by your circumstances or by someone. You lack control of your own life.
 - Baby Shower:  To dream of a baby shower suggests that you are welcoming a new start. You are given a chance to start over again and do things differently this time around. You have a new found faith in life itself.
 - Balcony:  To see or dream that you are on a balcony refers to your desire to be seen and noticed. You are searching for prestige and higher status. It may also mean that you are on your way up the social ladder. If the balcony is clean, then it indicates that you are looked up to by others. If the balcony is old, then it suggests that your public image is in need of repair. Alternatively, the balcony could signify your ambivalence regarding a situation. You are feeling torn or undecided.
 - Naked:  To dream that you are naked denotes fear of being found out and exposed over your activities. You feel that you are being misjudged.
 - Near Death Experience:  To have a near death experience in your dream implies that you are experience a relapse of sorts. You are reverting back to your old habits and ways. Alternatively, the dream indicates that you are being given a second chance or second try at something.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
I was in a strange building. A girl about 8 was there and I greeted her. A few moments later she smiled and hugged me from behind around the waist. We were by a wall. I suggested that we go where there weren't so many people around. We went to a secluded part of the building.

### Symbols:
- Abduction:  To dream of being abducted indicates that you are being manipulated by your circumstances or by someone. You lack control of your own life.
 - Baby Shower:  To dream of a baby shower suggests that you are welcoming a new start. You are given a chance to start over again and do things differently this time around. You have a new found faith in life itself.
 - Balcony:  To see or dream that you are on a balcony refers to your desire to be seen and noticed. You are searching for prestige and higher status. It may also mean that you are on your way up the social ladder. If the balcony is clean, then it indicates that you are looked up to by others. If the balcony is old, then it suggests that your public image is in need of repair. Alternatively, the balcony could signify your ambivalence regarding a situation. You are feeling torn or undecided.
 - Naked:  To dream that you are naked denotes fear of being found out and exposed over your activities. You feel that you are being misjudged.
 - Near Death Experience:  To have a near death experience in your dream implies that you are experience a relapse of sorts. You are reverting back to your old habits and ways. Alternatively, the dream indicates that you are being given a second chance or second try at something.

### Interpretation:",1841,432,1fcc3ab231a2b4f9cb156912b6c210be,A girl about 8 was there and I greeted her. A few moments later she smiled and hugged me from behind around the waist. We were by a wall. I suggested that we go where there weren't so many people around. We went to a secluded part of the building.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ","(08/06/39)[Dreams very imperfectly remembered] One was laid in a Chinese laundry. The room was large, the ceiling very high, and there were numerous, vertical iron pipes connecting floor and ceiling. In another phase of this dream the floor of the laundry was covered by a layer of maple sugar, about an inch thick."," - Haunted:  To dream that you are being haunted indicates early unpleasant traumas and repressed feelings or memories. You are experiencing some fear or guilt about your past activities and thoughts.
 - Haunted House:  To dream of a haunted house signifies unfinished emotional business related to your childhood family, dead relatives, or repressed memories and feelings.
 - Laundry:  To dream that you are doing your laundry suggests that you are cleaning up your act or changing your image. Perhaps, you are too concerned about how you appear to others. To dream that you are sorting the laundry indicates that you are trying to understand your own feelings and sort your attitudes.
 - Laundry Chute:  To see a laundry chute in your dream suggests that you are not allowing others dictate how your should look or act. Your mind is your own. Alternatively, it signifies exploration of your subconscious and/or acknowledgement of your negative emotions.
 - Pajamas:  To see or wear pajamas in your dream suggests that you need to relax and get some rest. In particular, if you dream that you are wearing pajamas in public, then it means that you are unaware of something important that may be right in front of you. You are drifting through life without fully paying attention to what is going on around you.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
(08/06/39)[Dreams very imperfectly remembered] One was laid in a Chinese laundry. The room was large, the ceiling very high, and there were numerous, vertical iron pipes connecting floor and ceiling. In another phase of this dream the floor of the laundry was covered by a layer of maple sugar, about an inch thick.

### Symbols:
- Haunted:  To dream that you are being haunted indicates early unpleasant traumas and repressed feelings or memories. You are experiencing some fear or guilt about your past activities and thoughts.
 - Haunted House:  To dream of a haunted house signifies unfinished emotional business related to your childhood family, dead relatives, or repressed memories and feelings.
 - Laundry:  To dream that you are doing your laundry suggests that you are cleaning up your act or changing your image. Perhaps, you are too concerned about how you appear to others. To dream that you are sorting the laundry indicates that you are trying to understand your own feelings and sort your attitudes.
 - Laundry Chute:  To see a laundry chute in your dream suggests that you are not allowing others dictate how your should look or act. Your mind is your own. Alternatively, it signifies exploration of your subconscious and/or acknowledgement of your negative emotions.
 - Pajamas:  To see or wear pajamas in your dream suggests that you need to relax and get some rest. In particular, if you dream that you are wearing pajamas in public, then it means that you are unaware of something important that may be right in front of you. You are drifting through life without fully paying attention to what is going on around you.

### Interpretation:",1897,432,303597b4ea89698e5ea1b25cfad465c7,The dreamer was laying in a Chinese laundry.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ","Rearranging bookshelves, moving into new 4 shelf case. My shelf was second. Found a Jo's soiled blue and white shirt behind books. Ask him what it is doing there and tell him to put it on the empty lowest shelf. Placed a prayer book and another tinier book through post at one end."," - Cabinet:  To see a cabinet in your dream symbolizes the female body and/or the womb. Alternatively, you may be hiding some family or personal secret. Consider the contents and condition of the cabinet for more clues. To dream that someone rearranged your cabinets suggests that somebody is overstepping your boundaries.
 - Manuscript:  To dream that you are writing a manuscript represents your hopes, dreams, goals and desires. You may be harboring some fear that you are not able to accomplish your goals. To dream that your manuscript is rejected by a publisher refers to some temporary setbacks.
 - Packing:  To dream that you are packing signifies big changes ahead for you. You are putting past issues to rest or past relationships behind you. Alternatively, it represents the burdens that you carry.
 - Pantry:  To see or open the pantry in your dream means that you have many resources within your reach. There is help when you need it. If the pantry is bare or empty, then it points to an emotional void that you are experiencing in your waking life.
 - Vending Machine:  To see a vending machine in your dream represents the things that are just outside of your grasp or reach. You need to invest a little more effort before your goals come to fruition. Consider what is inside the vending machine for further significance.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
Rearranging bookshelves, moving into new 4 shelf case. My shelf was second. Found a Jo's soiled blue and white shirt behind books. Ask him what it is doing there and tell him to put it on the empty lowest shelf. Placed a prayer book and another tinier book through post at one end.

### Symbols:
- Cabinet:  To see a cabinet in your dream symbolizes the female body and/or the womb. Alternatively, you may be hiding some family or personal secret. Consider the contents and condition of the cabinet for more clues. To dream that someone rearranged your cabinets suggests that somebody is overstepping your boundaries.
 - Manuscript:  To dream that you are writing a manuscript represents your hopes, dreams, goals and desires. You may be harboring some fear that you are not able to accomplish your goals. To dream that your manuscript is rejected by a publisher refers to some temporary setbacks.
 - Packing:  To dream that you are packing signifies big changes ahead for you. You are putting past issues to rest or past relationships behind you. Alternatively, it represents the burdens that you carry.
 - Pantry:  To see or open the pantry in your dream means that you have many resources within your reach. There is help when you need it. If the pantry is bare or empty, then it points to an emotional void that you are experiencing in your waking life.
 - Vending Machine:  To see a vending machine in your dream represents the things that are just outside of your grasp or reach. You need to invest a little more effort before your goals come to fruition. Consider what is inside the vending machine for further significance.

### Interpretation:",1889,432,62b30befeefebac6833f0fa399829cea,Someone rearranged the bookshelves in the dream.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ",Sweeney was what I heard a voice tell me when I heard Dugan's voice and I asked him to give me a winner. Ann and I were out riding at night and we were lost on the side and muddy streets. I flashed my headlights but couldn't see the streets so well. Dugan blabbed and I couldn't understand him. Then I heard young Sweeney and I thought it was false.," - Accent:  To speak with an accent in your dream suggests that you are having difficulties conveying your thoughts. Consider how you feel about the accent. If you feel the accent makes you stand out in a negative way, then it signifies feelings of insecurities. If the accent makes you stand out in a positive way, then it symbolizes an air of confidence.
 - Carpenter:  To see or dream that you are a carpenter indicates that you are confronting and overcoming your obstacles. Alternatively, it suggests that you need to change your way of thinking and readjust your attitude.
 - Cast:  To dream that you are wearing a cast suggests that your motion is being inhibited in some way. Or that you need to show some restraint in an area of your life. Consider which part of the body is in a cast. Alternatively, a cast symbolizes a time of healing and discipline.
 - Hamlet:  To see Hamlet in your dream refers to your indecisiveness. You need to make a choice and take action.
 - Jack:  To see or use a jack in your dream suggests that you are looking for balance in your life. The dream may also symbolize a person who is named 'Jack' in your life.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
Sweeney was what I heard a voice tell me when I heard Dugan's voice and I asked him to give me a winner. Ann and I were out riding at night and we were lost on the side and muddy streets. I flashed my headlights but couldn't see the streets so well. Dugan blabbed and I couldn't understand him. Then I heard young Sweeney and I thought it was false.

### Symbols:
- Accent:  To speak with an accent in your dream suggests that you are having difficulties conveying your thoughts. Consider how you feel about the accent. If you feel the accent makes you stand out in a negative way, then it signifies feelings of insecurities. If the accent makes you stand out in a positive way, then it symbolizes an air of confidence.
 - Carpenter:  To see or dream that you are a carpenter indicates that you are confronting and overcoming your obstacles. Alternatively, it suggests that you need to change your way of thinking and readjust your attitude.
 - Cast:  To dream that you are wearing a cast suggests that your motion is being inhibited in some way. Or that you need to show some restraint in an area of your life. Consider which part of the body is in a cast. Alternatively, a cast symbolizes a time of healing and discipline.
 - Hamlet:  To see Hamlet in your dream refers to your indecisiveness. You need to make a choice and take action.
 - Jack:  To see or use a jack in your dream suggests that you are looking for balance in your life. The dream may also symbolize a person who is named 'Jack' in your life.

### Interpretation:",1769,432,14d4d2d05b3d5379b769814e33bae67e,Sweeney is what I heard a voice tell me when I heard Dugan's voice and I asked him to give me a winner. Ann and I were out riding at night and we were lost on the side and muddy streets. I flashed my headlights but couldn't see the streets so well. Dugan blabbed and I couldn't understand him. Then I heard young Sweeney and I thought it was false.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ","I dreamed that I received a new General Electric alarm clock that a radio can be attached to. This clock had all sorts of dials on it and could do many things besides turning the radio on in the morning. I don't know what the other things were, but I just knew it was very complicated. Some of the dials and numbers were in red."," - Emergency Alert:  To hear or see a message from the emergency alert system is a wake-up call to get aspects of your life in order. It is time to take action.
 - Haunted:  To dream that you are being haunted indicates early unpleasant traumas and repressed feelings or memories. You are experiencing some fear or guilt about your past activities and thoughts.
 - Pandora's Box:  To dream of a Pandora's box indicates hope. You will soon experience a turn for the better. Alternatively, it symbolizes your curiosity, your subconscious thoughts and your need to express them.
 - Paranormal:  To dream that objects are moving on its own or that switches and electronics are turning on/off or some other paranormal activity indicates that you are refusing to take responsibility for your actions. The dream is also saying that you tend to let things happen instead of making things happen.
 - Radio:  To dream that you are listening to the radio symbolizes your awareness and intuition toward a particular situation. What you hear through the radio also represents messages from your subconscious. It is possible that it is some form of ESP or telepathic communication. If you dream that the radio is turned off, then it indicates that you have the ability to help in some situation, but you are refusing to do so.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
I dreamed that I received a new General Electric alarm clock that a radio can be attached to. This clock had all sorts of dials on it and could do many things besides turning the radio on in the morning. I don't know what the other things were, but I just knew it was very complicated. Some of the dials and numbers were in red.

### Symbols:
- Emergency Alert:  To hear or see a message from the emergency alert system is a wake-up call to get aspects of your life in order. It is time to take action.
 - Haunted:  To dream that you are being haunted indicates early unpleasant traumas and repressed feelings or memories. You are experiencing some fear or guilt about your past activities and thoughts.
 - Pandora's Box:  To dream of a Pandora's box indicates hope. You will soon experience a turn for the better. Alternatively, it symbolizes your curiosity, your subconscious thoughts and your need to express them.
 - Paranormal:  To dream that objects are moving on its own or that switches and electronics are turning on/off or some other paranormal activity indicates that you are refusing to take responsibility for your actions. The dream is also saying that you tend to let things happen instead of making things happen.
 - Radio:  To dream that you are listening to the radio symbolizes your awareness and intuition toward a particular situation. What you hear through the radio also represents messages from your subconscious. It is possible that it is some form of ESP or telepathic communication. If you dream that the radio is turned off, then it indicates that you have the ability to help in some situation, but you are refusing to do so.

### Interpretation:",1912,432,a6e51af486bdedf4a3ea6bbc0a2bd8f6,A new alarm clock with a radio can be attached to it.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ","I went snowboarding with two of my friends and I was really good but really bad. I had no control, but I could do all the flips like 360 degrees. I could go upside down and land on my feet. There was this edge and I went upside down. Setting: Somewhere with snow - a ski slope. Characters: Two friends - I don't know who. Feelings and Thoughts: Happy. Cool, proud."," - Jet Ski:  To see or dream that you are on a jet ski represents a journey of self-discovery. You are confronting and exploring aspects of your subconscious in full force. Alternatively, the dream relates to some sexual adventure or relationship.
 - Landing:  To see the landing of an aircraft in your dream signifies completion of a journey or some task. Some issues that were previously out of control have been resolved.
 - Landslide:  To see a landslide in your dream represents emotions that you have been holding back for a long time. You are on the verge of emotional overload. Your emotions are erupting in an unexpected or violent way. The dream may also symbolize the stresses in your life and all the responsibilities that rest on your shoulders.
 - Upside Down:  To dream that you are upside down suggests that there is some situation or problem in your waking life that you need to straighten up. It may also mean that your initial assumptions were completely opposite of what you thought.
 - Water Skiing:  To dream that you are water skiing represents an uplift in your spirituality and increase in your self-confidence. You are experiencing a new sense of freedom and calm.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
I went snowboarding with two of my friends and I was really good but really bad. I had no control, but I could do all the flips like 360 degrees. I could go upside down and land on my feet. There was this edge and I went upside down. Setting: Somewhere with snow - a ski slope. Characters: Two friends - I don't know who. Feelings and Thoughts: Happy. Cool, proud.

### Symbols:
- Jet Ski:  To see or dream that you are on a jet ski represents a journey of self-discovery. You are confronting and exploring aspects of your subconscious in full force. Alternatively, the dream relates to some sexual adventure or relationship.
 - Landing:  To see the landing of an aircraft in your dream signifies completion of a journey or some task. Some issues that were previously out of control have been resolved.
 - Landslide:  To see a landslide in your dream represents emotions that you have been holding back for a long time. You are on the verge of emotional overload. Your emotions are erupting in an unexpected or violent way. The dream may also symbolize the stresses in your life and all the responsibilities that rest on your shoulders.
 - Upside Down:  To dream that you are upside down suggests that there is some situation or problem in your waking life that you need to straighten up. It may also mean that your initial assumptions were completely opposite of what you thought.
 - Water Skiing:  To dream that you are water skiing represents an uplift in your spirituality and increase in your self-confidence. You are experiencing a new sense of freedom and calm.

### Interpretation:",1826,432,750d5482f41f890ba93167e647630bb8,"I was snowboarding with two friends and I was really good but really bad. I had no control, but I could do all the flips like 360 degrees. I could go upside down and land on my feet. There was this edge and I went upside down."
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ",Catfish and Pirate Ship  I'm in a fishing boat with my brother Wally and sister Heather. Wally is using my friend Kevin Simpson's telescoping fishing rod. He thinks he has a snag. I pull up a huge catfish! Heather nets it. They throw it back right away. I wanted to hold it. There is a huge wooden pirate-type ship. I am on it.," - Carp:  To see a carp in your dream indicates that you need to put aside your pride and ego and not let it get in the way of friendships and relationships. Alternatively, the carp is symbolic of patience, perseverance, determination, tenacity, courage and success.
 - Mariner:  To dream that you are a mariner signifies a long and pleasant journey.
 - Sea Creature:  To see a sea creature in your dream represents an emotional transformation. If the sea creature is captured or in captivity, then it indicates that you are keeping your emotions contained, which can be harmful to your well-being in the end.
 - Sea Horse:  To see a sea horse in your dream represents the power of your subconscious. You have a new perspective or different outlook in life. If the sea horse is invisible, then it suggests that there is an emotional issue that you are not acknowledging or recognizing.
 - Seafood:  To see or eat seafood in your dream indicates recognition and a mergence of your spirituality with your conscious being. You are acknowledging and fulfilling the needs of your subconscious. The dream may also be a pun on 'seeing food' and thus the symbolism of 'food' is also applicable.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
Catfish and Pirate Ship  I'm in a fishing boat with my brother Wally and sister Heather. Wally is using my friend Kevin Simpson's telescoping fishing rod. He thinks he has a snag. I pull up a huge catfish! Heather nets it. They throw it back right away. I wanted to hold it. There is a huge wooden pirate-type ship. I am on it.

### Symbols:
- Carp:  To see a carp in your dream indicates that you need to put aside your pride and ego and not let it get in the way of friendships and relationships. Alternatively, the carp is symbolic of patience, perseverance, determination, tenacity, courage and success.
 - Mariner:  To dream that you are a mariner signifies a long and pleasant journey.
 - Sea Creature:  To see a sea creature in your dream represents an emotional transformation. If the sea creature is captured or in captivity, then it indicates that you are keeping your emotions contained, which can be harmful to your well-being in the end.
 - Sea Horse:  To see a sea horse in your dream represents the power of your subconscious. You have a new perspective or different outlook in life. If the sea horse is invisible, then it suggests that there is an emotional issue that you are not acknowledging or recognizing.
 - Seafood:  To see or eat seafood in your dream indicates recognition and a mergence of your spirituality with your conscious being. You are acknowledging and fulfilling the needs of your subconscious. The dream may also be a pun on 'seeing food' and thus the symbolism of 'food' is also applicable.

### Interpretation:",1785,432,7b3980fff6772a0b745a661f85f2e97d,I'm in a fishing boat with my brother Wally and sister Heather. Wally is using his friend Kevin Simpson's telescoping fishing rod. He thinks he has a snag. I pull up a huge catfish! Heather nets it. They throw it back right away. I wanted to hold it. There is a huge wooden pirate-type ship. I am on it.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ",Much confusion about catching a bus: I have jumped off a crowded bus to go to find my shoes; they are deep purple-red; also find my purse. Frank and I wait for another bus and finally get on and sit in the back of the bus.- See some water under a bench; a black and white rat in a wall.," - Cargo:  To dream that you are loading or carrying cargo refers to a heavy load that you are carrying around. You are feeling overburdened or overwhelmed. If you are unloading cargo in your dream, then it indicates that you are ready to rid yourself of the extra weight, negative habits and/or excesses that are holding you back. It is time to let go.
 - Kidnap:  To dream that you are being kidnapped denotes feelings of being trapped and restricted. Someone or some situation may be diverting your concentration and your attention away from your goals. In particular, to dream that you are kidnapped by your ex-boyfriend suggests that your ex still has some sort of emotional hold on you.
 - Parking Lot:  To dream that you are in parking lot suggests that you need to slow down and take time from your daily activities.
 - Parking Ticket:  To dream that you are getting a parking ticket suggests that you are feeling lost and not knowing what you want to do with your life. You feel that you are being judged and criticized for the path you want to take. The dream may also be analogous to your lack of accomplishments or to the setbacks in your life.
 - School Bus:  To see or ride a school bus in your dream suggests that you are about to venture on an important life journey needed for your own personal growth.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
Much confusion about catching a bus: I have jumped off a crowded bus to go to find my shoes; they are deep purple-red; also find my purse. Frank and I wait for another bus and finally get on and sit in the back of the bus.- See some water under a bench; a black and white rat in a wall.

### Symbols:
- Cargo:  To dream that you are loading or carrying cargo refers to a heavy load that you are carrying around. You are feeling overburdened or overwhelmed. If you are unloading cargo in your dream, then it indicates that you are ready to rid yourself of the extra weight, negative habits and/or excesses that are holding you back. It is time to let go.
 - Kidnap:  To dream that you are being kidnapped denotes feelings of being trapped and restricted. Someone or some situation may be diverting your concentration and your attention away from your goals. In particular, to dream that you are kidnapped by your ex-boyfriend suggests that your ex still has some sort of emotional hold on you.
 - Parking Lot:  To dream that you are in parking lot suggests that you need to slow down and take time from your daily activities.
 - Parking Ticket:  To dream that you are getting a parking ticket suggests that you are feeling lost and not knowing what you want to do with your life. You feel that you are being judged and criticized for the path you want to take. The dream may also be analogous to your lack of accomplishments or to the setbacks in your life.
 - School Bus:  To see or ride a school bus in your dream suggests that you are about to venture on an important life journey needed for your own personal growth.

### Interpretation:",1877,432,39ee65a67a4ec97254a6fa09afd25163,The dreamer is confused about catching a bus.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ","KHanson Plane  I'm in the Big Resort Area with my friend Kevin Simpson. He needs to urinate, so I steady the canoe on a rock so he can jump out. He falls on his face into the water with rocks in it. There is garbage, litter, on a rock. There are houses. There is a plane with the letters KHanson written on it. The plane almost crashes into pine trees, but avoids them."," - Canoe:  To see a canoe in your dream represents serenity simplicity, and independence. It is also a reflection of your emotional balance. You are moving ahead via your own power and determination.
 - Jet Ski:  To see or dream that you are on a jet ski represents a journey of self-discovery. You are confronting and exploring aspects of your subconscious in full force. Alternatively, the dream relates to some sexual adventure or relationship.
 - Landing:  To see the landing of an aircraft in your dream signifies completion of a journey or some task. Some issues that were previously out of control have been resolved.
 - Paper Plane:  To see or fold a paper plane in your dream represents your frivolous pursuits. You are wasting time with ideas that go no where.
 - Raft:  To see a raft in your dream indicates that you have not built a firm foundation for success. There is still much work ahead. To dream that you are floating on a raft suggests that you are drifting through life, not knowing where you are headed. You are confused about your purpose and direction in life. To dream that you are white water rafting means that you are experiencing some turbulent times.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
KHanson Plane  I'm in the Big Resort Area with my friend Kevin Simpson. He needs to urinate, so I steady the canoe on a rock so he can jump out. He falls on his face into the water with rocks in it. There is garbage, litter, on a rock. There are houses. There is a plane with the letters KHanson written on it. The plane almost crashes into pine trees, but avoids them.

### Symbols:
- Canoe:  To see a canoe in your dream represents serenity simplicity, and independence. It is also a reflection of your emotional balance. You are moving ahead via your own power and determination.
 - Jet Ski:  To see or dream that you are on a jet ski represents a journey of self-discovery. You are confronting and exploring aspects of your subconscious in full force. Alternatively, the dream relates to some sexual adventure or relationship.
 - Landing:  To see the landing of an aircraft in your dream signifies completion of a journey or some task. Some issues that were previously out of control have been resolved.
 - Paper Plane:  To see or fold a paper plane in your dream represents your frivolous pursuits. You are wasting time with ideas that go no where.
 - Raft:  To see a raft in your dream indicates that you have not built a firm foundation for success. There is still much work ahead. To dream that you are floating on a raft suggests that you are drifting through life, not knowing where you are headed. You are confused about your purpose and direction in life. To dream that you are white water rafting means that you are experiencing some turbulent times.

### Interpretation:",1821,432,4a0c3458ccdf138dcd1c216c2f8cf94c,A plane with the letters KHanson is flying in the sky.
"Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream. ",I watched this movie and I found this snake lolly thing in the dining room. It was supposed to be 'dangerous' to put on but I did anyway. I was then in my bed. Tigger and Mittens were cuddling. I fed Tigger the snake lolly and then she was vomiting it under the table.," - Rattle:  To see or play with a rattle in a dream signifies joy, tranquility and contentment in the home. To hear a rattle in your dream represents some situation or issue that you need to tend to.
 - Rattlesnake:  To see a rattlesnake in your dream represents the passage of time. ** *Go to Common Dreams
 - Salamander:  To see a salamander in your dream represents your ability to survive through shame, misfortune, and/or embarrassment. You will persevere through some adversity. Alternatively, the dream denotes your ability to resist temptations.
 - Venom:  To come in contact with venom in your dream represents pent-up anger and hostility you may be expressing or experiencing from others. Perhaps, your feelings of hate are beginning to show through. Alternatively, the dream is indicative of a lack of self-esteem, lack of self-love, or insecurities you have.
 - Vomiting:  To dream that you are vomiting indicates that you need to reject or discard an aspect of your life that is revolting. There are some emotions or concepts that you need to confront and then let go. To see someone vomiting in your dream signifies the false pretenses of people who are trying to take advantage of you.","### Instruction:
Given dream description, interpret the meaning of the dream.  Provided also are the dream symbols that appear in the dream and their meanings.  Use the dream symbols meanings to help you interpret the dream.

### Dream:
I watched this movie and I found this snake lolly thing in the dining room. It was supposed to be 'dangerous' to put on but I did anyway. I was then in my bed. Tigger and Mittens were cuddling. I fed Tigger the snake lolly and then she was vomiting it under the table.

### Symbols:
- Rattle:  To see or play with a rattle in a dream signifies joy, tranquility and contentment in the home. To hear a rattle in your dream represents some situation or issue that you need to tend to.
 - Rattlesnake:  To see a rattlesnake in your dream represents the passage of time. ** *Go to Common Dreams
 - Salamander:  To see a salamander in your dream represents your ability to survive through shame, misfortune, and/or embarrassment. You will persevere through some adversity. Alternatively, the dream denotes your ability to resist temptations.
 - Venom:  To come in contact with venom in your dream represents pent-up anger and hostility you may be expressing or experiencing from others. Perhaps, your feelings of hate are beginning to show through. Alternatively, the dream is indicative of a lack of self-esteem, lack of self-love, or insecurities you have.
 - Vomiting:  To dream that you are vomiting indicates that you need to reject or discard an aspect of your life that is revolting. There are some emotions or concepts that you need to confront and then let go. To see someone vomiting in your dream signifies the false pretenses of people who are trying to take advantage of you.

### Interpretation:",1740,432,1956afd425729c65a930bd056f598e64,I watched a movie and I found this snake lolly thing in the dining room. It was supposed to be 'dangerous' to put on but I did anyway. I was then in my bed. Tigger and Mittens were cuddling. I fed Tigger the snake lolly and then she was vomiting it under the table.
